PRODUCT ID;PRODUCT NAME;LEGAL PRODUCT GROUP;BLOOMBERG VENDOR CODE;REUTERS VENDOR CODE
GI6G;FUT ON GECINA S.A.;SINGLE STOCK FUTURES;GI6G=A GR Equity;0#GFCP2:
GILF;FUT ON GILEAD SCIENCES INC;SINGLE STOCK FUTURES;GILF=A GR Equity;0#GILF:
GISF;FUT ON GENERAL MILLS INC.;SINGLE STOCK FUTURES;GISF=A GR Equity;0#GISF:
GIVG;FUT ON GIVAUDAN AG N;SINGLE STOCK FUTURES;GIVG=A GR Equity;0#GIVN2:
GIVN;OPT ON GIVAUDAN AG N;SINGLE STOCK OPTIONS;GIVN SW Equity;0#GIVN*.EX
GLEF;FUT ON GLENCORE PLC;SINGLE STOCK FUTURES;GLEF=A GR Equity;0#GLEF:
GLEG;FUT ON GLENCORE PLC;SINGLE STOCK FUTURES;GLEG=A GR Equity;0#GLEF2:
GLEN;OPT ON GLENCORE PLC;SINGLE STOCK OPTIONS;GLEN LN Equity ;0#GLEN*.EX
GLIF;FUT ON GRENKE AG;SINGLE STOCK FUTURES;GLIF=A GR Equity;0#GKLG:
GLPF;FUT ON Galapagos NV;SINGLE STOCK FUTURES;GLPF=A GR Equity;0#GLPF:
GLPG;OPT ON Galapagos;SINGLE STOCK OPTIONS;GLPG NA Equity;0#GLPG*.EX
GNS;OPTION ON DIAGEO;SINGLE STOCK OPTIONS;DGE LN Equity;0#DGE*.EX
GOAF;FUT ON ALPHABET INC. REG.SH.A;SINGLE STOCK FUTURES;GOAF=A GR Equity;0#GOAF:
GOB;OPT ON SAINT-GOBAIN;SINGLE STOCK OPTIONS;GOB GR Equity ;0#SGOB*.EX
GOB1;1ST FRIDAY OPT ON SAINT-GOBAIN;SINGLE STOCK OPTIONS;GOB GR Equity;0#SGOB1W*.EX
GOB2;2ND FRIDAY OPT ON SAINT-GOBAIN;SINGLE STOCK OPTIONS;GOB GR Equity;0#SGOB2W*.EX
GOB4;4TH FRIDAY OPT ON SAINT-GOBAIN;SINGLE STOCK OPTIONS;GOB GR Equity;0#SGOB4W*.EX
GOB5;5TH FRIDAY OPT ON SAINT-GOBAIN;SINGLE STOCK OPTIONS;GOB GR Equity;0#SGOB5W*.EX
GOBG;FUT ON SAINT-GOBAIN;SINGLE STOCK FUTURES;GOBG=A GR Equity;0#SGOB2:
GOCF;FUT ON ALPHABET INC. REG SH. C;SINGLE STOCK FUTURES;GOCF=A GR Equity;0#GOCF:
GOSF;FUT ON GOLDMAN SACHS GROUP INC;SINGLE STOCK FUTURES;GOSF=A GR Equity;0#GOSF:
GRB;OPTION ON SEB;SINGLE STOCK OPTIONS;SK FP Equity;0#SEBF*.EX
GRBF;FUT ON SEB;SINGLE STOCK FUTURES;GRBF=A GR Equity;0#SEBF:
GSKH;FUT ON GLAXOSMITHKLINE PLC;SINGLE STOCK FUTURES;GSKH=A GR Equity;0#GSK3:
GTQF;FUT ON SIEMENS GAMESA R ENERGY;SINGLE STOCK FUTURES;GTQF=A GR Equity;0#GAM:
GTQP;FUT ON Siemens Gamesa R Energy;SINGLE STOCK FUTURES;GTQP=A GR Equity;0#GTQP:
GWI1;OPT ON GERRY WEBER INT. AG;SINGLE STOCK OPTIONS;GWI1 GR Equity;0#GWIG*.EX
GWIF;FUT ON G WEBER INT AG;SINGLE STOCK FUTURES;GWIF=A GR Equity;0#GWIG:
GXI;OPT ON GERRESHEIMER;SINGLE STOCK OPTIONS;GXI GR Equity;0#GXIG*.EX
GXIF;FUT ON GERRESHEIMER AG;SINGLE STOCK FUTURES;GXIF=A GR Equity;0#GXIG:
GXO;OPTION ON GLAXOSMITHKLINE;SINGLE STOCK OPTIONS;GSK LN Equity;0#GSK*.EX
GYC;OPT ON Grand City Propreties;SINGLE STOCK OPTIONS;GYC GY Equity;0#GYC*.EX
GZF;OPT ON ENGIE;SINGLE STOCK OPTIONS;ENGI FP Equity;0#GSZ*.EX
GZF1;1ST FRIDAY OPT ON ENGIE;SINGLE STOCK OPTIONS;GZF GR Equity;0#ENGIE1W*.EX
GZF2;2ND FRIDAY OPT ON ENGIE;SINGLE STOCK OPTIONS;GZF GR Equity;0#ENGIE2W*.EX
GZF4;4TH FRIDAY OPT ON ENGIE;SINGLE STOCK OPTIONS;GZF GR Equity;0#ENGIE4W*.EX
GZF5;5TH FRIDAY OPT ON ENGIE;SINGLE STOCK OPTIONS;GZF GR Equity;0#ENGIE5W*.EX
GZFG;FUT ON ENGIE;SINGLE STOCK FUTURES;GZFG=A GR Equity;0#GAZ2:
H2EN;FUT ON HENKEL PREF. DIVIDEND;SINGLE STOCK DIVIDEND FUTURES;H2EN=A GR Equity;0#H2EN:
H2OL;FUT ON LAFARGEHOLCIM DIVIDEND;SINGLE STOCK DIVIDEND FUTURES;H2OL=A GR Equity;0#H2OL:
H2SB;HSBC HOLDINGS PLC DIVIDEND FUT;SINGLE STOCK DIVIDEND FUTURES;H2SB=A GR Equity;0#H2SB:
H3OL;FUT ON HOLCIM LTD DIVIDEND;SINGLE STOCK DIVIDEND FUTURES;H3OL=A GR Equity;0#H3OL:
HALF;FUT ON HALLIBURTON CO.;SINGLE STOCK FUTURES;HALF=A GR Equity;0#HALF:
HDB;OPTION ON AZIMUT HOLDING S.P.A;SINGLE STOCK OPTIONS;HDB GR Equity;0#AZMT*.EX
HDBJ;FUT ON AZIMUT HOLDING S.P.A.;SINGLE STOCK FUTURES;HDBJ=A GR Equity;0#AZMT5:
HDD;OPT ON HEIDELB.DRUCKM. AG;SINGLE STOCK OPTIONS;HDD GR Equity;0#HDDG*.EX
HDDG;FUT ON HEIDELBERGER DRUCKMA.;SINGLE STOCK FUTURES;HDDG=A GR Equity;0#HDDG2:
HDFF;FUT ON THE HOME DEPOT INC.;SINGLE STOCK FUTURES;HDFF=A GR Equity;0#HDFF:
HE9F;FUTURES ON HERA SPA;SINGLE STOCK FUTURES;HE9F=A GR Equity;0#HE9F:
HEFG;FUT ON HEIDELBERGCEMENT;SINGLE STOCK FUTURES;HEFG=A GR Equity;0#HEIG2:
HEHF;FUT ON HEINEKEN HOLDING;SINGLE STOCK FUTURES;HEHF=A GR Equity;0#HEIO:
HEI;OPT ON HEIDELBERGCEMENT;SINGLE STOCK OPTIONS;HEI GR Equity;0#HEIG*.EX
HELF;FUT ON Helvetia Holding AG;SINGLE STOCK FUTURES;HELF=A GR Equity;0#HELN:
HELN;OPTION ON HELVETIA;SINGLE STOCK OPTIONS;HELN SE Equity;0#HELN*.EX
HEN;OPT ON Henkel AG & Co KGaA;SINGLE STOCK OPTIONS;HEN GY Equity;0#HNKG*.EX
HEN3;OPT ON HENKEL AG & CO. KGAA VZ;SINGLE STOCK OPTIONS;HEN3 GR Equity ;0#HNKG_p*.EX
HENG;FUT ON HENKEL AG & CO. KGAA VZ;SINGLE STOCK FUTURES;HENG=A GR Equity;0#HNKG_p2:
HESF;FUT ON HENKEL AG & CO. KGAA ST;SINGLE STOCK FUTURES;HESF=A GR Equity;0#HNKG_p:
HHFA;OPT ON HAM. HAFEN U. LOG. AG;SINGLE STOCK OPTIONS;HHFA GR Equity;0#HHFGn*.EX
HHLF;FUT ON HAMBURGER HAFEN U. LOG.;SINGLE STOCK FUTURES;HHLF=A GR Equity;0#HHFGn:
HIJF;FUT ON Arcadis ;SINGLE STOCK FUTURES;HIJF=A GR Equity;0#ARDS:
HLA;OPT ON Hapag-Lloyd AG;SINGLE STOCK OPTIONS;HLAG GY Equity;0#HLAG*.EX
HLE;HELLA GMBH & CO KGAA;SINGLE STOCK OPTIONS;HLE GR Equity;0#HLE*.EX
HLEF;FUT ON HELLA GMBH & CO KGAA;SINGLE STOCK FUTURES;HLEF=A GR Equity;0#HLE:
HMI;OPTION ON HERMES INTER.;SINGLE STOCK OPTIONS;RMS FP Equity;0#HRMS*.EX
HMII;FUT ON HERMES INTERNATIONAL;SINGLE STOCK FUTURES;HMII=A GR Equity;0#HRMS4:
HMSG;FUT ON HAMMERSON;SINGLE STOCK FUTURES;HMSG=A GR Equity;0#HMSF2:
HNK;OPT ON HEINEKEN;SINGLE STOCK OPTIONS;HEIA NA Equity;0#HEIN*.EX
HNKF;FUT ON HEINEKEN;SINGLE STOCK FUTURES;HNKF=A GR Equity;0#HNKF:
HNR1;OPT ON HANNOVER RUECK SE;SINGLE STOCK OPTIONS;HNR1 GR EQUITY ;0#HNRGn*.EX
HNRK;FUT ON HANNOVER RUECK SE;SINGLE STOCK FUTURES;HNRK=A GR Equity;0#HNRGn6:
HNRL;FUT ON HANNOVER RUECK SE;SINGLE STOCK FUTURES;HNRL=A GR Equity;0#HNRGn7:
HOLI;FUT ON LAFARGEHOLCIM;SINGLE STOCK FUTURES;HOLI=A GR Equity;0#HOLN4:
HOLN;OPT ON LAFARGEHOLCIM;SINGLE STOCK OPTIONS;LHN SW Equity;0#HOLN*.EX
HOM;OPT ON Neinor Homes SLU;SINGLE STOCK OPTIONS;HOME SQ Equity;0#HOME*.EX
HONF;FUT ON HONEYWELL INTERNAT;SINGLE STOCK FUTURES;HONF=A GR Equity;0#HONF:
HOT;OPT ON HOCHTIEF;SINGLE STOCK OPTIONS;HOT GR Equity ;0#HOTG*.EX
HOTG;FUT ON HOCHTIEF;SINGLE STOCK FUTURES;HOTG=A GR Equity;0#HOTG2:
HPQF;FUT ON HP INC.;SINGLE STOCK FUTURES;HPQF=A GR Equity;0#HPQF:
HSB;OPTION ON HSBC;SINGLE STOCK OPTIONS;HSBA LN Equity;0#HSBA*.EX
HSBG;FUT ON HSBC HOLDINGS PLC;SINGLE STOCK FUTURES;HSBG=A GR Equity;0#HSBF2:
HUAF;FUT ON Obrascn Hua. Lain S.A.;SINGLE STOCK FUTURES;HUAF=A GR Equity;0#OHL:
HUKF;FUT ON HUHTAMAKI;SINGLE STOCK FUTURES;HUKF=A GR Equity;0#HUKF:
I2BE;IBERDROLA DIVIDENDS;SINGLE STOCK DIVIDEND FUTURES;I2BE=A GR Equity;0#I2BE:
I2BM;IBM Corp Div. Futures;SINGLE STOCK DIVIDEND FUTURES;I2BM=A GR Equity;0#I2BM:
I2NN;ING GROEP DIVIDENDS;SINGLE STOCK DIVIDEND FUTURES;I2NN=A GR Equity;0#I2NN:
I2NT;Intel Corp Div. Futures;SINGLE STOCK DIVIDEND FUTURES;I2NT=A GR Equity;0#I2NT:
I2SP;ARCELORMITTAL DIVIDENDS;SINGLE STOCK DIVIDEND FUTURES;I2SP=A GR Equity;0#I2SP:
I2TK;ANHEUSER-BUSH INBEV DIVIDENDS;SINGLE STOCK DIVIDEND FUTURES;I2TK=A GR Equity;0#I2TK:
I3ES;INTESA SANPAOLO DIVIDENDS;SINGLE STOCK DIVIDEND FUTURES;I3ES=A GR Equity;0#I3ES:
I3SP;FUT ON ARCELOR MITTAL DIVID.;SINGLE STOCK DIVIDEND FUTURES;I3SP=A GR Equity;0#I3SP:
I4SP;FUT ON ARCELORMITTAL DIVIDENDS;SINGLE STOCK DIVIDEND FUTURES;I4SP=A GR Equity;0#I4SP:
I5XD;FUT ON Inditex Dividends;SINGLE STOCK DIVIDEND FUTURES;I5XD=A GR Equity;0#I5XD:
I6XD;FUT ON INDITEX DIVIDEND;SINGLE STOCK DIVIDEND FUTURES;I6XD=A GR Equity;0#I6XD:
I7XD;FUT ON INDITEX DIVIDENDS;SINGLE STOCK DIVIDEND FUTURES;I7XD=A GR Equity;0#I7XD:
I8PG;FUT ON INTERPARFUMS S.A.;SINGLE STOCK FUTURES;I8PG=A GR Equity;0#IPAR2:
I8XD;FUT ON INDITEX DIVIDENDS;SINGLE STOCK DIVIDEND FUTURES;I8XD=A GR Equity;0#I8XD:
I9XD;FUT ON INDITEX DIVIDENDS;SINGLE STOCK DIVIDEND FUTURES;I9XD=A GR Equity;0#I9XD:
IBAF;FUT ON Ion Beam Applications;SINGLE STOCK FUTURES;IBAF=A GR Equity;0#IBAB:
IBE;OPT ON IBERDROLA;SINGLE STOCK OPTIONS;IBE SQ Equity;0#IBE*.EX
IBE1;1ST FRIDAY OPT ON IBERDROLA;SINGLE STOCK OPTIONS;IBE1 GR Equity;0#IBE1W*.EX
IBE2;2ND FRIDAY OPT ON IBERDROLA;SINGLE STOCK OPTIONS;IBE1 GR Equity;0#IBE2W*.EX
IBE4;4TH FRIDAY OPT ON IBERDROLA;SINGLE STOCK OPTIONS;IBE1 GR Equity;0#IBE4W*.EX
IBE5;5TH FRIDAY OPT ON IBERDROLA;SINGLE STOCK OPTIONS;IBE1 GR Equity;0#IBE5W*.EX
IBEG;FUT ON IBERDROLA;SINGLE STOCK FUTURES;IBEG=A GR Equity;0#IBEF2:
IBEP;FUT ON IBERDROLA S.A.;SINGLE STOCK FUTURES;IBEP=A GR Equity;0#IBEP:
IBMF;FUT ON IBM;SINGLE STOCK FUTURES;IBMF=A GR Equity;0#IBMF:
ICAD;OPTION ON ICADE S.A.;SINGLE STOCK OPTIONS;ICAD FP Equity;0#ICAD*.EX
ICAG;FUT ON ICADE S.A.;SINGLE STOCK FUTURES;ICAG=A GR Equity;0#ICAD2:
IDAF;FUT ON INDRA SISTEMAS;SINGLE STOCK FUTURES;IDAF=A GR Equity;0#IDR:
IDAP;FUT ON Indra Sistemas SA;SINGLE STOCK FUTURES;IDAP=A GR Equity;0#IDAP:
IDDF;FUT ON Innate Pharma S.A. ;SINGLE STOCK FUTURES;IDDF=A GR Equity;0#IPH:
IDEM;OPT ON ISHARES MSCI EM;EXTF-OPTIONS;IDEM LN Equity;0#IDEM*.EX
IDI;OPT ON Idorsia Ltd;SINGLE STOCK OPTIONS;IDIA SW Equity;0#IDIA*.EX
IES5;OPT ON INTESA SANPAOLO SPA;SINGLE STOCK OPTIONS;ISP IM Equity;0#ISP*.EX
IESI;FUT ON INTESA SANPAOLO SPA;SINGLE STOCK FUTURES;IESI=A GR Equity;0#IESF4:
IFCF;FUT ON Inficon Holding AG;SINGLE STOCK FUTURES;IFCF=A GR Equity;0#IFCN:
IFX;OPT ON INFINEON;SINGLE STOCK OPTIONS;IFX GR Equity ;0#IFXGn*.EX
IFXE;OPT E ON INFINEON AG;SINGLE STOCK OPTIONS;IFX GR Equity;0#IFXE*.EX
IFXG;FUT ON INFINEON;SINGLE STOCK FUTURES;IFXG=A GR Equity;0#IFXGn2:
IGLN;OPT ON iShares Physical Gold;OPTIONS ON EXCHANGE-TRADED COMMODITIES SECURITIES;IGLN LN Equity;0#IGLN*.EX
IGY;OPT ON Innogy SE;SINGLE STOCK OPTIONS;IGY GY Equity;0#IGY*.EX
IGYF;FUT ON Innogy SE;SINGLE STOCK FUTURES;IGYF=A GR Equity;0#IGY:
IHCG;FUT ON SBM OFFSHORE;SINGLE STOCK FUTURES;IHCG=A GR Equity;0#SBMO2:
IHGF;FUT ON INTERCONTINENTAL HOTELS;SINGLE STOCK FUTURES;IHGF=A GR Equity;0#IHGF:
IHGG;FUT ON INTERCONTINENTAL HOTELS;SINGLE STOCK FUTURES;IHGG=A GR Equity;0#IHGF2:
IIEF;FUT ON INGENICO;SINGLE STOCK FUTURES;IIEF=A GR Equity;0#INGC:
IIIG;FUT ON 3I GROUP PLC;SINGLE STOCK FUTURES;IIIG=A GR Equity;0#IIIF2:
IIIH;FUT ON 3I GROUP PLC;SINGLE STOCK FUTURES;IIIH=A GR Equity;0#IIIF3:
IIL;OPT ON EXOR NV;SINGLE STOCK OPTIONS;EXO IM Equity;0#EXOR*.EX
IILG;FUT ON EXOR NV;SINGLE STOCK FUTURES;IILG=A GR Equity;0#IFLI2:
ILB;OPT ON PERMANENT TSB GROUP H.;SINGLE STOCK OPTIONS;IL0A ID Equity;0#IPM*.EX
ILBG;FUT ON PERMANENT TSB GROUP H.;SINGLE STOCK FUTURES;ILBG=A GR Equity;0#IPM2:
ILD;OPTION ON ILIAD S.A;SINGLE STOCK OPTIONS;ILD FP Equity;0#ILD*.EX
ILDF;FUT ON ILIAD S.A;SINGLE STOCK FUTURES;ILDF=A GR Equity;0#ILD:
IMIF;FUT ON IMI PLC;SINGLE STOCK FUTURES;IMIF=A GR Equity;0#IMIF:
IMO;OPT ON IMMOFINANZ IMMOBILIEN;SINGLE STOCK OPTIONS;IIA AV Equity;0#IMO*.EX
IMTG;FUT ON IMPERIAL BRANDS GROUP;SINGLE STOCK FUTURES;IMTG=A GR Equity;0#IMTF2:
INCF;FUT ON INCHCAPE PLC;SINGLE STOCK FUTURES;INCF=A GR Equity;0#INCF:
INFF;FUT ON INFORMA;SINGLE STOCK FUTURES;INFF=A GR Equity;0#INFF:
ING1;1ST FRIDAY OPT ON ING;SINGLE STOCK OPTIONS;INGA NA Equity;0#ING1W*.EX
ING2;2ND FRIDAY OPT ON ING;SINGLE STOCK OPTIONS;INGA NA Equity;0#ING2W*.EX
ING4;4TH FRIDAY OPT ON ING;SINGLE STOCK OPTIONS;INGA NA Equity;0#ING4W*.EX
ING5;5TH FRIDAY OPT ON ING;SINGLE STOCK OPTIONS;INGA NA Equity;0#ING5W*.EX
INN;OPT ON ING GROEP NV;SINGLE STOCK OPTIONS;INGA NA Equity;0#ING*.EX
INNE;OPT E ON ING GROEP NV;SINGLE STOCK OPTIONS;INGA NA Equity;0#INNE*.EX
INNG;FUT ON ING;SINGLE STOCK FUTURES;INNG=A GR Equity;0#ING2:
INRF;FUT ON INTL. CONS. AIRLINE GRP;SINGLE STOCK FUTURES;INRF=A GR Equity;0#ICAG:
INRP;FUT ON INTL. CONS. AIRLINE GRP;SINGLE STOCK FUTURES;INRP=A GR Equity;0#INRP:
INTF;FUT ON INTEL CORP;SINGLE STOCK FUTURES;INTF=A GR Equity;0#INTF:
INVF;FUT ON INVESTEC PLC;SINGLE STOCK FUTURES;INVF=A GR Equity;0#INVF:
INW1;1ST FRIDAY OPT ON INTESA SANP.;SINGLE STOCK OPTIONS;IES GR Equity;0#ISP1W*.EX
INW2;2ND FRIDAY OPT ON INTESA SANP.;SINGLE STOCK OPTIONS;IES GR Equity;0#ISP2W*.EX
INW4;4TH FRIDAY OPT ON INTESA SANP.;SINGLE STOCK OPTIONS;IES GR Equity;0#ISP4W*.EX
INW5;5TH FRIDAY OPT ON INTESA SANP.;SINGLE STOCK OPTIONS;IES GR Equity;0#ISP5W*.EX
IQQY;OPT ON ISHARES MSCI EUROPE;EXTF-OPTIONS;IQQY GR Equity ;0#IQQY*.EX
ISAF;FUT ON INMARSAT;SINGLE STOCK FUTURES;ISAF=A GR Equity;0#ISAF:
ISF;OPT ON ISHARES CORE FTSE 100;EXTF-OPTIONS;ISF GR Equity;0#ISF*.EX
ISPA;OPT ON ARCELOR MITTAL;SINGLE STOCK OPTIONS;MT NA Equity;0#ISPA*.EX
ISPI;FUT ON ARCELORMITTAL;SINGLE STOCK FUTURES;ISPI=A GR Equity;0#ISPA4:
ISZF;FUT ON Intershop Holding AG;SINGLE STOCK FUTURES;ISZF=A GR Equity;0#ISZF:
IT1F;FUT ON INTERTEK GRP;SINGLE STOCK FUTURES;IT1F=A GR Equity;0#IT1F:
ITAF;FUT ON Anheuser-Busch ADR ;SINGLE STOCK FUTURES;ITAF=A GR Equity;0#ITAF:
ITK;OPT ON ANHEUSER-BUSCH INBEV NV;SINGLE STOCK OPTIONS;ABI BB Equity;0#ABI*.EX
ITKG;FUT ON ANHEUSER-BUSCH INBEV NV;SINGLE STOCK FUTURES;ITKG=A GR Equity;0#ITKF2:
ITMF;FUT ON ITALMOBILIARE S.P.A.;SINGLE STOCK FUTURES;ITMF=A GR Equity;0#ITMI:
ITVI;FUT ON ITV PLC;SINGLE STOCK FUTURES;ITVI=A GR Equity;0#ITVF4:
ITW1;1ST FRIDAY OPT ON ANHEUSER-BU.;SINGLE STOCK OPTIONS;ABI BB Equity;0#ABI1W*.EX
ITW2;2ND FRIDAY OPT ON ANHEUSER-BU.;SINGLE STOCK OPTIONS;ABI BB Equity;0#ABI2W*.EX
ITW4;4TH FRIDAY OPT ON ANHEUSER-BU.;SINGLE STOCK OPTIONS;ABI BB Equity;0#ABI4W*.EX
ITW5;5TH FRIDAY OPT ON ANHEUSER-BU.;SINGLE STOCK OPTIONS;ABI BB Equity;0#ABI5W*.EX
IWDA;OPT ON ISHARES MSCI WORLD;EXTF-OPTIONS;IWDA LN Equity;0#IWDA*.EX
IXD;OPT ON INDITEX;SINGLE STOCK OPTIONS;ITX SM Equity;0#ITX*.EX
IXD1;1ST FRIDAY OPT ON INDITEX;SINGLE STOCK OPTIONS;IXD1 GR Equity;0#ITX1W*.EX
IXD2;2ND FRIDAY OPT ON INDITEX;SINGLE STOCK OPTIONS;IXD1 GR Equity;0#ITX2W*.EX
IXD4;4TH FRIDAY OPT ON INDITEX;SINGLE STOCK OPTIONS;IXD1 GR Equity;0#ITX4W*.EX
IXD5;5TH FRIDAY OPT ON INDITEX;SINGLE STOCK OPTIONS;IXD1 GR Equity;0#ITX5W*.EX
IXDF;FUT ON INDITEX;SINGLE STOCK FUTURES;IXDF=A GR Equity;0#IXDF:
IXDO;FUT ON INDITEX;SINGLE STOCK FUTURES;IXDO=A GR Equity;0#ITX10:
IXDR;FUT ON INDITEX;SINGLE STOCK FUTURES;IXDR=A GR Equity;0#IXDP3:
J2NJ;Johnson u. John. Div Futures;SINGLE STOCK DIVIDEND FUTURES;J2NJ=A GR Equity;0#J2NJ:
J2PM;JPMorg. Chase u. Co Div Fut.;SINGLE STOCK DIVIDEND FUTURES;J2PM=A GR Equity;0#J2PM:
J2SF;FUT ON JASTRZEBSKA;SINGLE STOCK FUTURES;J2SF=A GR Equity;0#J2SF:
JEAF;FUT ON Just Eat PLC;SINGLE STOCK FUTURES;JEAF=A GR Equity;0#JEAF:
JEMG;FUT ON JERONIMO MARTINS;SINGLE STOCK FUTURES;JEMG=A GR Equity;0#JMT2:
JEN;OPT ON JENOPTIK AG;SINGLE STOCK OPTIONS;JEN GR Equity;0#JENG*.EX
JENF;FUT ON JENOPTIK AG;SINGLE STOCK FUTURES;JENF=A GR Equity;0#JENG:
JMAG;FUT ON JOHNSON, MATTHEY PLC;SINGLE STOCK FUTURES;JMAG=A GR Equity;0#JMAF2:
JNJF;FUT ON JOHNSON & JOHNSON;SINGLE STOCK FUTURES;JNJF=A GR Equity;0#JNJF:
JP2F;FUT ON Poeyry OYJ;SINGLE STOCK FUTURES;JP2F=A GR Equity;0#POY1V:
JPMF;FUT ON JPMORGAN CHASE & CO.;SINGLE STOCK FUTURES;JPMF=A GR Equity;0#JPMF:
JUN3;OPT ON Jungheinrich AG;SINGLE STOCK OPTIONS;JUN3 GR Equity;0#JUNG_p*.EX
JUNF;FUT ON JUNGHEINRICH AG;SINGLE STOCK FUTURES;JUNF=A GR Equity;0#JUNG_p:
K2OF;Coca-Cola Div. Futures;SINGLE STOCK DIVIDEND FUTURES;K2OF=A GR Equity;0#K2OF:
K4PN;FUT ON KPN DIVIDEND FUTURES;SINGLE STOCK DIVIDEND FUTURES;K4PN=A GR Equity;0#K4PN:
K5PN;FUT ON Koninklijke KPN N.V.Div;SINGLE STOCK DIVIDEND FUTURES;K5PN=A GR Equity;0#K5PN:
K6PN;FUT ON KONINKLIJKE KPN N.V.DIV;SINGLE STOCK DIVIDEND FUTURES;K6PN=A GR Equity;0#K6PN:
KABF;FUTURE ON DORMAKABA HOLDING;SINGLE STOCK FUTURES;KABF=A GR Equity;0#KABN:
KABN;OPTION ON DORMAKABA HOLDING;SINGLE STOCK OPTIONS;KABN GR Equity ;0#KABN*.EX
KARN;OPT ON Kardex;SINGLE STOCK OPTIONS;KAX2 GR Equity;0#KARN*.EX
KAZF;FUT ON KAZ MINERALS PLC;SINGLE STOCK FUTURES;KAZF=A GR Equity;0#KAZF:
KB9F;FUT ON KBC Anc.Actions au Port;SINGLE STOCK FUTURES;KB9F=A GR Equity;0#KBCA:
KBC;OPT ON S&T AG;SINGLE STOCK OPTIONS;SANT GY Equity;0#KBCG*.EX
KBWA;OPTION ON BOSKALIS;SINGLE STOCK OPTIONS;BOKA NA Equity;0#BOSN*.EX
KBWF;FUT ON BOSKALIS;SINGLE STOCK FUTURES;KBWF=A GR Equity;0#BOSN:
KC4J;FUT ON KONE;SINGLE STOCK FUTURES;KC4J=A GR Equity;0#KC4F5:
KCO;OPT ON KLOECKNER & CO SE;SINGLE STOCK OPTIONS;KCO GR Equity ;0#KCOGn*.EX
KCOH;FUT ON KLOECKNER & CO SE;SINGLE STOCK FUTURES;KCOH=A GR Equity;0#KCOGn3:
KCRF;FUT ON Konecranes OYJ;SINGLE STOCK FUTURES;KCRF=A GR Equity;0#KCRF:
KDB;OPT ON KBC;SINGLE STOCK OPTIONS;KBC BB Equity;0#KBC*.EX
KDBG;FUT ON KBC;SINGLE STOCK FUTURES;KDBG=A GR Equity;0#KBKB2:
KEKG;FUT ON KESKO;SINGLE STOCK FUTURES;KEKG=A GR Equity;0#KEKF2:
KELF;FUT ON KELLOGG CO.;SINGLE STOCK FUTURES;KELF=A GR Equity;0#KELF:
KEMF;FUT ON KEMIRA;SINGLE STOCK FUTURES;KEMF=A GR Equity;0#KEMF:
KGFG;FUT ON KINGFISHER PLC;SINGLE STOCK FUTURES;KGFG=A GR Equity;0#KGFF2:
KGHF;FUT ON KGHM;SINGLE STOCK FUTURES;KGHF=A GR Equity;0#KGHF:
KGX;OPT ON KION GROUP AG;SINGLE STOCK OPTIONS;KGX GY Equity;0#KGX*.EX
KGXF;FUT ON KION GROUP AG;SINGLE STOCK FUTURES;KGXF=A GR Equity;0#KGX:
KMBF;FUT ON KIMBERLY-CLARK CORP.;SINGLE STOCK FUTURES;KMBF=A GR Equity;0#KMBF:
KNFJ;FUT ON NATIXIS S.A.;SINGLE STOCK FUTURES;KNFJ=A GR Equity;0#CNAT5:
KNII;FUT ON Kuehne & Nagel Internat;SINGLE STOCK FUTURES;KNII=A GR Equity;0#KNIN4:
KNIN;OPT ON KUEHNE & NAGEL INTERN;SINGLE STOCK OPTIONS;KNIN SW Equity;0#KNIN*.EX
KOFF;FUT ON THE COCA-COLA CO.;SINGLE STOCK FUTURES;KOFF=A GR Equity;0#KOFF:
KOMN;OPT ON KOMAX HLDG;SINGLE STOCK OPTIONS;KR8 GR Equity;0#KOMN*.EX
KPN;OPT ON KPN;SINGLE STOCK OPTIONS;KPN GR Equity ;0#KPN*.EX
KPNI;FUT ON Koninklijke KPN N.V.;SINGLE STOCK FUTURES;KPNI=A GR Equity;0#KPNF4:
KPNJ;FUT ON KON. KPN N.V.;SINGLE STOCK FUTURES;KPNJ=A GR Equity;0#KPNF5:
KPNK;FUT ON KON. KPN N.V.;SINGLE STOCK FUTURES;KPNK=A GR Equity;0#KPNF6:
KRN;OPT ON KRONES AG;SINGLE STOCK OPTIONS;KRN GR Equity;0#KRNG*.EX
KRNF;FUT ON KRONES AG;SINGLE STOCK FUTURES;KRNF=A GR Equity;0#KRNG:
KRX;OPT ON KINGSPAN GROUP PLC;SINGLE STOCK OPTIONS;KSP ID Equity ;0#KSP*.EX
KRXF;FUT ON KINGSPAN GROUP;SINGLE STOCK FUTURES;KRXF=A GR Equity;0#KSP:
KUD;OPT ON KUDELSKI AG;SINGLE STOCK OPTIONS;KUD SW Equity;0#KUD*.EX
KUDG;FUT ON KUDELSKI;SINGLE STOCK FUTURES;KUDG=A GR Equity;0#KUD2:
KYG;OPT ON KERRY GROUP PLC;SINGLE STOCK OPTIONS;KYG ID Equity ;0#KYGa*.EX
KYGG;FUT ON KERRY GROUP;SINGLE STOCK FUTURES;KYGG=A GR Equity;0#KYG2:
L2DV;FUT ON GEMALTO NV DIVIDEND;SINGLE STOCK DIVIDEND FUTURES;L2DV=A GR Equity;0#L2DV:
L2HA;FUT ON LUFTHANSA AG DIVIDEND;SINGLE STOCK DIVIDEND FUTURES;L2HA=A GR Equity;0#L2HA:
