PRODUCT ID;PRODUCT NAME;LEGAL PRODUCT GROUP;BLOOMBERG VENDOR CODE;REUTERS VENDOR CODE
FIE;OPT ON FIELMANN AG;SINGLE STOCK OPTIONS;FIE GR Equity;0#FIEG*.EX
FIEG;FUT ON Fielmann AG;SINGLE STOCK FUTURES;FIEG=A GR Equity;0#FIEG2:
FIM;OPT ON CNH INDUSTRIAL N.V.;SINGLE STOCK OPTIONS;CNHI IM Equity;0#FI*.EX
FIMF;FUT ON CNH INDUSTRIAL N.V.;SINGLE STOCK FUTURES;FIMF=A GR Equity;0#FIMF:
FIN;OPTION ON GEORG FISCHER;SINGLE STOCK OPTIONS;FI/N SW Equity;0#FIN*.EX
FINF;FUT ON Georg Fischer AG;SINGLE STOCK FUTURES;FINF=A GR Equity;0#FIN:
FLCE;FUTURE ON ESTX LARGE;INDEX FUTURES;SXCA index;0#FLCE:
FLCP;FUTURE ON STXE LARGE 200 (50 E;INDEX FUTURES;SXPA index;0#FLCP:
FLIC;FUT ON EUR SECURED FUNDING;MONEY MARKET FUTURES;OMEA Comdty;0#FLIC:
FLNI;FUT ON ADMIRAL GRP;SINGLE STOCK FUTURES;FLNI=A GR Equity;0#FLNF4:
FLU;OPT ON FLUGHAFEN WIEN AG;SINGLE STOCK OPTIONS;FLU AV Equity;0#VIEV*.EX
FLUF;FUT ON FLUGHAFEN WIEN AG;SINGLE STOCK FUTURES;FLUF=A GR Equity;0#FLUF:
FMAA;FUT ON MSCI AC Asia (USD, NTR);INDEX FUTURES;UJBA Index;0#FMAA:
FMAC;FUT ON MSCI ACWI (USD / NTR);INDEX FUTURES;ZTLA Index;0#FMAC:
FMAE;FUT ON MSCI ACWI (EUR / NTR);INDEX FUTURES;ZTEA Index;0#FMAE:
FMAP;FUT ON MSCI Asia Pac (USD,NTR);INDEX FUTURES;FJCA Index;0#FMAP:
FMAS;FUT ON MSCI ASIA-P EX JP (NTR);INDEX FUTURES;ZAPA Index;0#FMAS:
FMAU;FUT ON MSCI AUSTRALIA (USD/NR);INDEX FUTURES;ZTOA Index;0#FMAU:
FMCA;FUT ON MSCI CANADA (USD / NTR);INDEX FUTURES;LTWA Index;0#FMCA:
FMCE;FUTURE ON ESTX MID;INDEX FUTURES;SXDA index;0#FMCE:
FMCL;FUT ON MSCI CHILE (NTR;INDEX FUTURES;ZUOA Index;0#FMCL:
FMCN;FUT ON MSCI CHINA FREE (NTR);INDEX FUTURES;ZUYA Index;0#FMCN:
FMCO;FUT ON MSCI COLOMBIA (NTR);INDEX FUTURES;ZVBA Index;0#FMCOO:
FMCP;FUTURE ON STXE MID 200 (50 EUR;INDEX FUTURES;SXRA index;0#FMCP:
FMCZ;FUT ON MSCI CZECH REP. (NTR);INDEX FUTURES;ZVCA Index;0#FMCZ:
FMDK;FUT ON MSCI UK (USD / NTR);INDEX FUTURES;QBSA Index;0#FMDK:
FME;OPT ON FRESENIUS MEDICAL CARE;SINGLE STOCK OPTIONS;FME GR Equity ;0#FMEG*.EX
FMEA;FUT ON MSCI EM ASIA (NTR);INDEX FUTURES;ZTWA Index;0#FMEA:
FMED;FUT ON MSCI EUROPE (NTR,USD);INDEX FUTURES;FJLA Index;0#FMED:
FMEE;FUT ON MSCI EM EMEA (NTR);INDEX FUTURES;ZTYA Index;0#FMEE:
FMEF;FUT ON MSCI EME MARK (PR, USD);INDEX FUTURES;RBEA Index;0#FMEF:
FMEG;FUT ON MSCI EUROPE GROWTH;INDEX FUTURES;PTPA Index;0#FMEGG:
FMEH;FUT ON FRESENIUS MEDICAL CARE;SINGLE STOCK FUTURES;FMEH=A GR Equity;0#FMEG:
FMEL;FUT ON MSCI EM LATIN AM. (NTR);INDEX FUTURES;ZULA Index;0#FMEL:
FMEM;FUT ON MSCI EMERG. M.(NTR,USD);INDEX FUTURES;ZTSA Index;0#FMEM:
FMEN;FUT ON MSCI EM. MA (NTR, EUR);INDEX FUTURES;RZIA Index;0#FMEN:
FMEP;FUT ON MSCI EUR. (PRICE, EUR);INDEX FUTURES;RZAA Index;0#FMEP:
FMEU;FUT ON MSCI EUROPE (NTR,EUR);INDEX FUTURES;ZRPA Index;0#FMEU:
FMEV;FUT ON MSCI EUROPE VALUE;INDEX FUTURES;KAYA Index;0#FMEV:
FMEY;FUT ON MSCI EGYPT (NTR);INDEX FUTURES;ZVDA Index;0#FMEY:
FMFA;FUT ON MSCI EAFE (N,USD);INDEX FUTURES;FFAA Index;0#FMFA:
FMFM;FUT ON MSCI FRONTIER M. (NTR);INDEX FUTURES;ZFPA Index;0#FMFM:
FMFP;FUT ON MSCI EAFE (P,USD);INDEX FUTURES;FFPA Index;0#FMFP:
FMFR;FUT ON MSCI FRANCE (EUR / NTR);INDEX FUTURES;LGTA Index;0#FMFR:
FMGA;FUT ON MSCI N. AMER. (USD/GTR);INDEX FUTURES;TFDA Index;0#FMGAA:
FMGC;FUT ON MSCI CANADA (USD / GTR);INDEX FUTURES;ZTBA Index;0#FMGC:
FMGE;FUT ON MSCI EUROPE (EUR / GTR);INDEX FUTURES;TLRA Index;0#FMGE:
FMGF;FUT ON MSCI FRANCE (EUR / GTR);INDEX FUTURES;LGOA Index;0#FMGF:
FMGM;FUT ON MSCI EMU (EUR / GTR);INDEX FUTURES;LTRA Index;0#FMGM:
FMGS;FUT ON MSCI USA (USD / GTR);INDEX FUTURES;JHTA Index;0#FMGS:
FMGU;FUT ON MSCI EUROPE (USD / GTR);INDEX FUTURES;RTLA Index;0#FMGU:
FMHK;FUT ON MSCI HONG KONG (USD/NR);INDEX FUTURES;ZSSA Index;0#FMHK:
FMHU;FUT ON MSCI HUNGARY (NTR);INDEX FUTURES;ZVEA Index;0#FMHU:
FMID;FUT ON MSCI INDONESIA (USD/NR);INDEX FUTURES;ZSRA Index;0#FMID:
FMIG;FUT ON MSCI EMU Growth (N,USD);INDEX FUTURES;FNOA Index;0#FMIG:
FMIN;FUT ON MSCI INDIA (NTR);INDEX FUTURES;ZVLA Index;0#FMIN:
FMIV;FUT ON MSCI EMU Value (N,USD);INDEX FUTURES;FMYA Index;0#FMIV:
FMJG;FUT ON MSCI Japan (GTR,USD);INDEX FUTURES;FJPA Index;0#FMJG:
FMJP;FUT ON MSCI JAPAN (NTR);INDEX FUTURES;FMIA Index;0#FMJP:
FMJY;FUT ON MSCI Japan (NTR,JPY);INDEX FUTURES;JMYA Index;0#FMJY:
FMK2;FUT ON MINI KOSPI 200 INDEX;KOSPI-FUTURES;FXYA Index ;0#FMK2:
FMKG;FUT ON MSCI KOKUSAI (USD/ GTR);INDEX FUTURES;ZRAA Index;0#FMKG:
FMKN;FUT ON MSCI KOKUSAI (USD/ NTR);INDEX FUTURES;ZQWA Index;0#FMKN:
FMMA;FUT ON MSCI MOROCCO (NTR);INDEX FUTURES;ZVRA Index;0#FMMA:
FMMG;FUT ON MSCI EM Growth (N,USD);INDEX FUTURES;FMWA Index;0#FMMG:
FMMU;FUT ON MSCI EMU (NTR,EUR);INDEX FUTURES;FJIA Index;0#FMMU:
FMMV;FUT ON MSCI EM Value (NTR,USD);INDEX FUTURES;FMPA Index;0#FMMV:
FMMX;FUT ON MSCI MEXICO (NTR);INDEX FUTURES;ZVPA Index;0#FMMX:
FMMY;FUT ON MSCI MALAYSIA (NTR);INDEX FUTURES;ZVOA Index;0#FMMY:
FMNA;FUT ON MSCI N. AMER. (USD/NTR);INDEX FUTURES;KNRA Index;0#FMNA:
FMNB;OPT. ON  LEONARDO S.P.A;SINGLE STOCK OPTIONS;LDO IM Equity;0#SIFI*.EX
FMNG;FUT ON LEONARDO S.P.A;SINGLE STOCK FUTURES;FMNG=A GR Equity;0#FMNF2:
FMNZ;FUT ON MSCI NEW ZEAL. (USD/NR);INDEX FUTURES;ZTIA Index;0#FMNZ:
FMOG;FUT ON MSCI World Growth (N,U);INDEX FUTURES;FGRA Index;0#FMOG:
FMOV;FUT ON MSCI World Value (N,US);INDEX FUTURES;FMOA Index;0#FMOV:
FMPA;FUT ON MSCI Pacific (USD/NTR);INDEX FUTURES;FKBA Index;0#FMPA:
FMPE;FUT ON MSCI PERU (NTR);INDEX FUTURES;ZVTA Index;0#FMPE:
FMPG;FUT ON MSCI Pacific (USD,GTR);INDEX FUTURES;FKCA Index;0#FMPG:
FMPH;FUT ON MSCI PHILIPPINES (NTR);INDEX FUTURES;ZVWA Index;0#FMPH:
FMPK;FUT ON MSCI Pakistan (USD,NTR);INDEX FUTURES;UJDA Index;0#FMPK:
FMPL;FUT ON MSCI POLAND (NTR);INDEX FUTURES;ZVYA Index;0#FMPL:
FMPX;FUT ON MSCI PAC EX JP (USD/NR);INDEX FUTURES;ZSIA Index;0#FMPX:
FMQA;FUT ON MSCI QATAR (USD / NTR);INDEX FUTURES;ZRDA Index;0#FMQA:
FMRS;FUT ON MSCI RUSSIA (NTR);INDEX FUTURES;ZWBA Index;0#FMRS:
FMRU;FUT ON MSCI RUSSIA (PRICE);INDEX FUTURES;FXPA Index;0#FMRU:
FMSE;FUT ON MSCI AC ASEAN (NTR,USD);INDEX FUTURES;UJCA Index;0#FMSE:
FMSI;FUT ON MSCI Singapore (N,USD);INDEX FUTURES;FPPA Index;0#FMSI:
FMTH;FUT ON MSCI THAILAND (NTR);INDEX FUTURES;ZWOA Index;0#FMTH:
FMTW;FUT ON MSCI Taiwan (NTR,USD);INDEX FUTURES;FPOA Index;0#FMTW:
FMUA;FUT ON MSCI UAE (USD / NTR);INDEX FUTURES;ZRTA Index;0#FMUA:
FMUE;FUT ON MSCI USA EW (USD / NTR);INDEX FUTURES;FJRA Index;0#FMUE:
FMUK;FUT ON MSCI UK (GBP / NTR);INDEX FUTURES;ZSLA Index;0#FMUK:
FMUM;FUT ON MSCI USA MM (USD / NTR);INDEX FUTURES;FJTA Index;0#FMUM:
FMUQ;FUT ON MSCI USA QA (USD / NTR);INDEX FUTURES;FJWA Index;0#FMUQ:
FMUS;FUT ON MSCI USA (USD / NTR);INDEX FUTURES;ZSOA Index;0#FMUS:
FMUV;FUT ON MSCI USA VW (USD / NTR);INDEX FUTURES;FJYA Index;0#FMUV:
FMWE;FUT ON MSCI WORLD (EUR / GTR);INDEX FUTURES;JNPA Index;0#FMWE:
FMWG;FUT ON MSCI WORLD (USD / GTR);INDEX FUTURES;HKRA Index;0#FMWG:
FMWM;FUT ON MSCI WORLD MID;INDEX FUTURES;ZQYA Index;0#FMWM:
FMWN;FUT ON MSCI WORLD (NTR, EUR);INDEX FUTURES;RSWA Index;0#FMWN:
FMWO;FUT ON MSCI WORLD (NTR,USD);INDEX FUTURES;ZWPA Index;0#FMWO:
FMWP;FUT ON MSCI WORLD (PRICE, USD);INDEX FUTURES;RVPA Index;0#FMWP:
FMXB;FUT ON MSCI LatAm x BR (N,USD);INDEX FUTURES;FLPA Index;0#FMXB:
FMXJ;FUT ON MSCI AC Asia x Jp (U,N);INDEX FUTURES;UJEA Index;0#FMXJ:
FMXK;FUT ON MSCI EM Asia x KR (N,U);INDEX FUTURES;MXAA Index;0#FMXK:
FMXS;FUT ON MSCI EUROPExCH(NTR,EUR);INDEX FUTURES;FJOA Index;0#FMXS:
FMXT;FUT ON MSCI EMEA ex TR (N,USD);INDEX FUTURES;FMTA Index;0#FMXT:
FMXU;FUT ON MSCI ACWIexUS (USD,NTR);INDEX FUTURES;FJDA Index;0#FMXU:
FMZA;FUT ON MSCI SOUTH AFRICA (NTR);INDEX FUTURES;ZWLA Index;0#FMZA:
FNNF;FUT ON Finnair Oyj;SINGLE STOCK FUTURES;FNNF=A GR Equity;0#FIA1S:
FNT;OPT ON FREENET AG;SINGLE STOCK OPTIONS;FNTN GY Equity;0#FNTGn*.EX
FNTF;FUT ON FREENET;SINGLE STOCK FUTURES;FNTF=A GR Equity;0#FNTG:
FO4;OPT ON AGEAS;SINGLE STOCK OPTIONS;AGS BB Equity;0#AGES*.EX
FO4I;FUT ON AGEAS;SINGLE STOCK FUTURES;FO4I=A GR Equity;0#FOR4:
FOAF;FUT ON Fiskars Oy AB ;SINGLE STOCK FUTURES;FOAF=A GR Equity;0#FIS1:
FOAM;EUR MID TERM OAT FUT. 4,5-5,5Y;FIXED INCOME FUTURES;BTAA Comdty;0#FOAM:
FOAT;EURO OAT FUTURE 8,5- 10,5 YEAR;FIXED INCOME FUTURES;OATA Comdty ;0#FOAT:
FOOG;FUT ON SALESFORCE.COM INC;SINGLE STOCK FUTURES;FOOG=A GR Equity;0#FOOF2:
FOT;OPT ON FORTUM OYJ;SINGLE STOCK OPTIONS;FOT GR Equity ;0#FUM1V*.EX
FOTH;FUT ON Fortum OYJ;SINGLE STOCK FUTURES;FOTH=A GR Equity;0#FOTF3:
FPE3;OPT ON FUCHS PETROLUB SE VZ;SINGLE STOCK OPTIONS;FPE3 GR Equity;0#FPEG_p*.EX
FPEG;FUCHS PETROLUB SE VZ;SINGLE STOCK FUTURES;FPEG=A GR Equity;0#FPEG_p2:
FPHA;FUT ON ETFS PHYS GOLD;FUTURES ON EXCHANGE-TRADED COMMODITIES SECURITIES;FPHA=A GR Equity;0#FPHA:
FPLF;FUT ON NEXTERA ENERGY INC.;SINGLE STOCK FUTURES;FPLF=A GR Equity;0#FPLF:
FRA;OPT ON FRAPORT;SINGLE STOCK OPTIONS;FRA GR Equity;0#FRAG*.EX
FRAG;FUT ON FRAPORT AG;SINGLE STOCK FUTURES;FRAG=A GR Equity;0#FRAG2:
FRDE;FUT ON RDX EUR;INDEX FUTURES;RDXO Index;0#FRDEE:
FRDX;FUT ON RDX INDEX;INDEX FUTURES;RXDA Index;0#FRDX:
FRE;OPT ON FRESENIUS SE & CO. KGAA;SINGLE STOCK OPTIONS;FRE GR Equity;0#FREG*.EX
FREG;FUT ON FRESENIUS SE & CO. KGAA;SINGLE STOCK FUTURES;FREG=A GR Equity;0#FREG_p2:
FREH;FUT ON Fresenius SE & CO. KGAA;SINGLE STOCK FUTURES;FREH=A GR Equity;0#FREG_p3:
FSBD;STOXX EU 600 BANKS IND.DIV.FUT;INDEX DIVIDEND FUTURES;DBSA Index ;0#FSBD:
FSCE;FUTURE ON ESTX SMALL;INDEX FUTURES;SXEA index;0#FSCE:
FSCP;FUTURE ON STXE SMALL 200 (50 E;INDEX FUTURES;SXTA index;0#FSCP:
FSE;OPT ON TF1;SINGLE STOCK OPTIONS;FSE GR Equity ;0#TFFP*.EX
FSED;STOXX EU 600 OIL IND.DIV.FUT.;INDEX DIVIDEND FUTURES;DESA Index;0#FSED:
FSEI;FUT ON SOCIETE TV FRANCAISE 1;SINGLE STOCK FUTURES;FSEI=A GR Equity;0#TFFP4:
FSID;STOXX EU 600 INS.IND.DIV.FUT.;INDEX DIVIDEND FUTURES;DISA Index;0#FSID:
FSLI;FUT ON SLI;INDEX FUTURES;SLI Index;0#FSLI:
FSMD;FUT ON SMI INDEX DIVIDEND;INDEX DIVIDEND FUTURES;SMDA Index;0#FSMD:
FSMI;FUT ON SWISS MARKET INDEX;INDEX FUTURES;SMA Index;0#FSMI:
FSMM;FUT ON SMIM;INDEX FUTURES;S1A Index;0#FSMM:
FSTA;FUT ON STOXX E 600 AUTO&P;INDEX FUTURES;SXA Index;0#FSTA:
FSTB;FUT ON STOXX E 600 BANKS;INDEX FUTURES;BJA Index;0#FSTB:
FSTC;FUT ON STOXX E 600 CHEMIC.;INDEX FUTURES;TXA Index;0#FSTC:
FSTD;STOXX EU 600 TELE.IND.DIV.FUT.;INDEX DIVIDEND FUTURES;DTSA Index;0#FSTD:
FSTE;FUT ON STOXX E 600 OIL & GAS;INDEX FUTURES;KGA Index;0#FSTE:
FSTF;FUT ON STOXX E 600 FIN SERV;INDEX FUTURES;OQA Index;0#FSTF:
FSTG;FUT ON STOXX E 600 INDUS GO&S;INDEX FUTURES;QBA Index;0#FSTG:
FSTH;FUT ON STOXX E 600 HEALTHCARE;INDEX FUTURES;HGA Index;0#FSTH:
FSTI;FUT ON STOXX E 600 INSURANCE;INDEX FUTURES;JVA Index;0#FSTI:
FSTL;FUT ON STOXX E 600 REAL EST.;INDEX FUTURES;SRDA Index;0#FSTL:
FSTM;FUT ON STOXX E 600 MEDIA;INDEX FUTURES;OMA Index;0#FSTM:
FSTN;FUT ON STOXX E 600 CONST&MAT;INDEX FUTURES;OGA Index;0#FSTN:
FSTO;FUT ON STOXX E 600 FOOD&BEVE.;INDEX FUTURES;PFA Index;0#FSTO:
FSTR;FUT ON STOXX E 600 RETAIL;INDEX FUTURES;QKA Index;0#FSTR:
FSTS;FUT ON STOXX E 600 BASIC RES.;INDEX FUTURES;JSA Index;0#FSTS:
FSTT;FUT ON STOXX E 600 TELECOMM.;INDEX FUTURES;WQA Index;0#FSTT:
FSTU;FUT ON STOXX E 600 UTILITIES;INDEX FUTURES;GPA Index;0#FSTU:
FSTV;FUT ON STOXX E 600 TRAV. & L.;INDEX FUTURES;QOA Index;0#FSTV:
FSTX;FUT ON STOXX EUROPE 50;INDEX FUTURES;VHA Index;0#STXX:
FSTY;FUT ON STOXX E 600 TECHNOLOGY;INDEX FUTURES;ULA Index;0#FSTY:
FSTZ;FUT ON STOXX E 600 PER&HOUSE;INDEX FUTURES;RHA Index;0#FSTZ:
FSUD;STOXX EU 600 UTIL.IND.DIV.FUT.;INDEX DIVIDEND FUTURES;DUSA Index;0#FSUD:
FSWL;10Y EURO-SWAP FUTURE;INTEREST RATE SWAPS FUTURES;FLLA Comdty;0#FSWL:
FSWM;5Y EURO-SWAP FUTURE;INTEREST RATE SWAPS FUTURES;FSOA Comdty;0#FSWM:
FSWS;2Y EURO-SWAP FUTURE;INTEREST RATE SWAPS FUTURES;FSWA Comdty;0#FSWS:
FSWX;30Y EURO-SWAP FUTURE;INTEREST RATE SWAPS FUTURES;FXYA Comdty;0#FSWX:
FT25;FUT ON TA35 INDEX;INDEX FUTURES;TUA Index;0#FT25:
FTDX;FUT ON TECDAX;INDEX FUTURES;TDXP Index;0#FTDX:
FTE;OPT ON ORANGE;SINGLE STOCK OPTIONS;FTE GR Equity ;0#ORAN*.EX
FTE1;1ST FRIDAY OPT ON ORANGE;SINGLE STOCK OPTIONS;ORA FP Equity;0#ORAN1W*.EX
FTE2;2ND FRIDAY OPT ON ORANGE;SINGLE STOCK OPTIONS;ORA FP Equity;0#ORAN2W*.EX
FTE4;4TH FRIDAY OPT ON ORANGE;SINGLE STOCK OPTIONS;ORA FP Equity;0#ORAN4W*.EX
FTE5;5TH FRIDAY OPT ON ORANGE;SINGLE STOCK OPTIONS;ORA FP Equity;0#ORAN5W*.EX
FTEE;OPT E ON ORANGE;SINGLE STOCK OPTIONS;ORA FP Equity;0#FTEE*.EX
FTEF;FUT ON ORANGE;SINGLE STOCK FUTURES;FTE=A GR Equity;0#FTEF:
FUGG;FUT ON FUGRO;SINGLE STOCK FUTURES;FUGG=A GR Equity;0#FUGR2:
FV0F;FUT ON Bankia S.A.;SINGLE STOCK FUTURES;FV0F=A GR Equity;0#BKIA:
FV0P;FUT ON Bankia SA;SINGLE STOCK FUTURES;FV0P=A GR Equity;0#FV0P:
FVS;FUT ON  VSTOXX;VOLATILITY INDEX FUTURES;FVSA Index;0#FVS:
FXFC;FUT ON iSTOXX E Carry (NR);INDEX FUTURES;FKSA Index;0#FXFC:
FXFM;FUT ON iSTOXX E Momentum (NR) ;INDEX FUTURES;FXWA Index;0#FXFM:
FXFQ;FUT ON iSTOXX E Quality (NR);INDEX FUTURES;FXOA Index;0#FXFQ:
FXFR;FUT ON iSTOXX E Low Risk (NR) ;INDEX FUTURES;XLRA Index;0#FXFR:
FXFS;FUT ON iSTOXX E Size (NR);INDEX FUTURES;FXEA Index;0#FXFS:
FXFV;FUT ON iSTOXX E Value (NR);INDEX FUTURES;FXRA Index;0#FXFV:
FXGL;FUT ON XETRA GOLD;FUTURE ON XETRA-GOLD;FXGL=A GR Equity;0#FXGL:
FXXE;FUTURE ON EURO STOXX;INDEX FUTURES;SXIA index;0#FXXE:
FXXP;FUTURE ON STXE 600 (50 EUR);INDEX FUTURES;SXOA index;0#FXXP:
G1A;OPT ON GEA;SINGLE STOCK OPTIONS;G1A GR Equity;0#G1AG*.EX
G1AF;FUT ON GEA GROUP;SINGLE STOCK FUTURES;G1AF=A GR Equity;0#G1AG:
G24;OPT ON Scout24;SINGLE STOCK OPTIONS;G24 GR Equity;0#G24n*.EX
G24F;FUT ON Scout24 AG;SINGLE STOCK FUTURES;G24F=A GR Equity;0#G24n:
G2EB;FUT ON GEBERIT DIVIDEND;SINGLE STOCK DIVIDEND FUTURES;G2EB=A GR Equity;0#G2EB:
G2EC;General Electric Div Futures;SINGLE STOCK DIVIDEND FUTURES;G2EC=A GR Equity;0#G2EC:
G2IV;FUT ON GIVAUDAN DIVIDEND;SINGLE STOCK DIVIDEND FUTURES;G2IV=A GR Equity;0#G2IV:
G2OB;COMPAGNIE DE SAINT-GOBAIN DIV.;SINGLE STOCK DIVIDEND FUTURES;G2OB=A GR Equity;0#G2OB:
G2ZF;ENGIE DIVIDEND FUT;SINGLE STOCK DIVIDEND FUTURES;G2ZF=A GR Equity;0#G2ZF:
G3SK;GLAXOSMITHKLINE PLC DIVID. FUT;SINGLE STOCK DIVIDEND FUTURES;G3SK=A GR Equity;0#G3SK:
G4SK;FUT ON GLAXOSMITHKLINE PLC DIV;SINGLE STOCK DIVIDEND FUTURES;G4SK=A GR Equity;0#G4SK:
GALF;FUT ON GALP ENERGIA;SINGLE STOCK FUTURES;GALF=A GR Equity;0#GALF:
GALN;OPTION ON VIFOR PHARMA AG;SINGLE STOCK OPTIONS;VIFN SW Equity;0#GALN*.EX
GAM;OPTION ON GAM HOLDING AG;SINGLE STOCK OPTIONS;GAM SW Equity;0#GAMH*.EX
GAMF;FUT ON GAM HOLDING AG;SINGLE STOCK FUTURES;GAMF=A GR Equity;0#GAMF:
GAN;OPT ON NATURGY ENERGY GROUP SA;SINGLE STOCK OPTIONS;NTGY SM Equity;0#GAS*.EX
GANF;FUT ON VIFOR PHARMA AG;SINGLE STOCK FUTURES;GANF=A GR Equity;0#GALN:
GANG;FUT ON NATURGY ENERGY GROUP SA;SINGLE STOCK FUTURES;GANG=A GR Equity;0#GANF2:
GANP;FUT ON NATURGY ENERGY GROUP SA;SINGLE STOCK FUTURES;GANP=A GR Equity;0#GANP:
GASN;OPT ON GALENICA;SINGLE STOCK OPTIONS;GALE SW Equity;0#GALE*.EX
GAZ;OPTION ON OAO GAZPROM;SINGLE STOCK OPTIONS;OGZPY US Equity ;0#GAZPq*.EX
GAZG;FUT ON GAZPROM;SINGLE STOCK FUTURES;GAZG=A GR Equity;0#GAZPq2:
GBF;OPT ON BILFINGER SE;SINGLE STOCK OPTIONS;GBF GR Equity ;0#GBFG*.EX
GBFH;FUT ON BILFINGER SE;SINGLE STOCK FUTURES;GBFH=A GR Equity;0#GBFG3:
GBRI;FUT ON GEBERIT N;SINGLE STOCK FUTURES;GBRI=A GR Equity;0#GEBN4:
GCC;OPT ON C&C GROUP PLC;SINGLE STOCK OPTIONS;GCC ID Equity ;0#GCC*.EX
GCCG;FUT ON C&C GROUP;SINGLE STOCK FUTURES;GCCG=A GR Equity;0#GCC2:
GDG;OPTION ON CGG;SINGLE STOCK OPTIONS;CGG FP Equity;0#GEPH*.EX
GDGI;FUT ON CGG;SINGLE STOCK FUTURES;GDGI=A GR Equity;0#GEPH4:
GE02;2Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE03;3Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE04;4Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE05;5Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE06;6Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE07;7Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE08;8Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE09;9Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE10;10Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE11;11Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE12;12Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE13;13Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE14;14Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE15;15Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE16;16Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE17;17Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE18;18Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE19;19Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE20;20Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE21;21Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE22;22Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE23;23Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE24;24Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE25;25Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE26;26Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE27;27Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE28;28Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE29;29Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GE30;30Y EURO CONSTANT MATURITY FUT;INTEREST RATE SWAPS FUTURES;N/A;N/A
GEBN;OPT ON GEBERIT N;SINGLE STOCK OPTIONS;GEBN SW Equity;0#GEBN*.EX
GECF;FUT ON GENERAL ELECTRIC CO;SINGLE STOCK FUTURES;GECF=A GR Equity;0#GECF:
GENF;FUT ON Genfit S.A.;SINGLE STOCK FUTURES;GENF=A GR Equity;0#GNFT:
GEOF;FUT ON GEOX S.P.A.;SINGLE STOCK FUTURES;GEOF=A GR Equity;0#GEOF:
GEST;OPT ON Gestamp Automocion;SINGLE STOCK OPTIONS;GEST SQ Equity;0#GEST*.EX
GEW1;1ST FRIDAY OPT ON GENERALI;SINGLE STOCK OPTIONS;ASG GR Equity;0#GASI1W*.EX
GEW2;2ND FRIDAY OPT ON GENERALI;SINGLE STOCK OPTIONS;ASG GR Equity;0#GASI2W*.EX
GEW4;4TH FRIDAY OPT ON GENERALI;SINGLE STOCK OPTIONS;ASG GR Equity;0#GASI4W*.EX
GEW5;5TH FRIDAY OPT ON GENERALI;SINGLE STOCK OPTIONS;ASG GR Equity;0#GASI5W*.EX
GFT;OPT ON GFT TECHNOLOGIES SE;SINGLE STOCK OPTIONS;GFT GR Equity;0#GFTG*.EX
GFTF;FUT ON GFT TECHNOLOGIES SE;SINGLE STOCK FUTURES;GFTF=A GR Equity;0#GFTG:
GI6A;OPTION ON GECINA S.A.;SINGLE STOCK OPTIONS;GFC FP Equity;0#GFCP*.EX
